,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,ide,year,weekofyear,month,dayofweek,hour,Stall_no_Market_Category,Stall_no_Loyalty_customer,Stall_no_Product_Category,Stall_no_Grade,Stall_no_Discount_avail,Stall_no_year,Stall_no_month,Market_Category_Stall_no,Market_Category_Loyalty_customer,Market_Category_Product_Category,Market_Category_Grade,Market_Category_Discount_avail,Market_Category_year,Market_Category_month,Loyalty_customer_Stall_no,Loyalty_customer_Market_Category,Loyalty_customer_Product_Category,Loyalty_customer_Grade,Loyalty_customer_Discount_avail,Loyalty_customer_year,Loyalty_customer_month,Product_Category_Stall_no,Product_Category_Market_Category,Product_Category_Loyalty_customer,Product_Category_Grade,Product_Category_Discount_avail,Product_Category_year,Product_Category_month,Grade_Stall_no,Grade_Market_Category,Grade_Loyalty_customer,Grade_Product_Category,Grade_Discount_avail,Grade_year,Grade_month,Discount_avail_Stall_no,Discount_avail_Market_Category,Discount_avail_Loyalty_customer,Discount_avail_Product_Category,Discount_avail_Grade,Discount_avail_year,Discount_avail_month,year_Stall_no,year_Market_Category,year_Loyalty_customer,year_Product_Category,year_Grade,year_Discount_avail,year_month,month_Stall_no,month_Market_Category,month_Loyalty_customer,month_Product_Category,month_Grade,month_Discount_avail,month_year
3575,32,141,1,8,2,1,1,233.0,4.0,1881.0,3399.0,431.0658891,367,2,4,5,0,15,2648,65,328,130,82,94,341,1760,235,740,188,222,226,477,83,354,18,6,4,5,15,436,1333,17,34,24,26,93,133,299,5,28,7,8,27,83,350,3,18,6,5,16,127,398,5,28,10,7,18,281,537,11,58,22,15,12
3576,19,78,0,4,0,58,0,278.0,17.0,3242.0,5267.0,4510.675728,371,2,45,5,6,18,1575,38,194,76,48,55,203,1083,133,456,100,121,135,302,19,66,4,0,0,2,5,220,663,8,16,12,14,49,19,64,0,4,0,2,5,19,77,0,4,0,2,5,114,351,4,24,8,6,18,268,490,10,54,20,14,12
3577,41,257,1,4,1,17,0,266.0,13.0,4332.0,8405.0,6642.115722,274,2,4,5,1,14,3428,83,414,165,106,121,435,3836,446,1467,341,430,454,1047,92,461,14,5,3,5,15,242,762,9,17,12,14,49,92,248,3,14,3,5,16,41,254,1,4,1,2,5,136,473,5,24,9,6,18,290,603,11,54,21,14,12
3578,34,149,0,7,0,5,0,133.0,11.0,1455.0,2475.0,2099.949984,279,1,25,10,2,9,2822,68,347,136,87,99,365,2326,299,959,235,288,299,652,34,119,7,0,0,1,9,388,1187,14,28,21,22,87,34,117,0,7,0,1,10,34,146,0,7,0,1,10,78,174,2,17,4,3,15,512,1039,19,107,40,27,18
3579,18,61,1,3,0,33,2,376.0,13.0,4454.0,6442.0,5816.5023,230,1,9,7,2,8,1492,37,183,72,47,52,194,981,110,398,80,101,112,261,69,283,13,4,5,4,17,168,511,7,12,11,10,40,18,53,1,3,2,1,7,110,434,5,23,8,7,27,62,121,3,13,4,5,12,349,673,15,73,28,21,14
3580,31,156,1,1,0,81,0,220.0,16.0,1991.0,5750.0,4037.6976640000003,257,1,9,7,3,5,2579,63,311,124,78,90,332,2026,263,831,206,251,258,562,82,367,11,4,3,4,17,81,237,3,4,3,4,18,31,121,1,1,0,1,7,31,153,1,1,0,1,7,75,180,3,11,4,3,12,362,704,15,71,28,19,14
3581,32,231,0,1,0,83,0,210.0,16.0,4797.0,6411.0,5739.119232,98,1,19,9,6,16,2686,64,321,128,81,93,344,3414,400,1314,307,388,413,948,32,191,1,0,0,1,8,82,282,2,4,3,4,20,32,170,0,1,0,1,9,32,228,0,1,0,1,9,76,251,2,11,4,3,14,459,937,17,91,36,24,17
3582,8,260,0,5,0,18,0,242.0,13.0,2195.0,3737.0,3211.538814,44,1,20,9,2,10,726,16,85,32,19,24,93,3849,450,1482,344,435,459,1057,8,215,5,0,0,1,8,260,924,10,20,15,16,64,8,190,0,5,0,1,9,8,257,0,5,0,1,9,52,279,2,15,4,3,14,435,958,17,95,36,24,17
3583,36,195,0,1,0,95,0,251.0,10.254457730228655,5780.0,10749.0,8404.280192,205,1,34,2,3,21,2997,72,361,144,93,105,378,2783,332,1093,261,322,341,758,36,159,1,0,0,1,2,86,263,2,4,3,4,13,36,145,0,1,0,1,2,36,192,0,1,0,1,2,80,217,2,11,4,3,7,84,136,2,11,4,3,3
3584,0,231,0,1,0,35,0,238.0,14.0,4399.0,5967.0,5414.68935,323,2,44,4,2,13,75,0,1,0,0,1,4,3382,400,1314,307,388,414,945,0,191,1,0,0,2,4,50,282,2,4,3,5,15,0,170,0,1,0,2,4,0,228,0,1,0,2,4,95,458,4,21,8,6,17,199,430,8,41,16,11,10
3585,31,69,1,4,0,7,0,220.0,17.0,8301.0,14143.0,11459.933892000001,261,1,34,2,4,20,2562,63,314,124,78,90,328,1034,122,427,91,110,122,281,82,290,14,4,3,4,12,232,660,9,16,12,13,46,31,60,1,4,0,1,2,31,69,1,4,0,1,2,75,129,3,14,4,3,7,79,78,3,14,4,3,3
3586,9,78,1,3,0,41,0,360.0,16.0,6568.0,9758.0,8481.429216,297,2,2,5,4,0,749,19,93,36,21,28,100,1073,134,455,100,121,135,302,60,297,13,4,3,5,15,159,517,7,12,9,11,38,9,64,1,3,0,2,5,9,77,1,3,0,2,5,104,351,5,23,8,6,18,258,490,11,53,20,14,12
3587,41,239,1,8,2,8,0,267.0,7.0,4739.0,7076.0,6178.022136,315,1,9,7,5,9,3426,83,418,166,106,120,437,3604,415,1374,318,402,424,985,92,444,18,6,3,4,17,445,1394,17,34,23,25,95,142,333,5,28,6,7,29,41,236,1,8,2,1,7,85,259,3,18,6,3,12,372,767,15,78,30,19,14
3588,22,231,1,9,0,16,0,540.0,15.0,6762.0,9075.0,8469.532962000001,221,2,3,5,6,16,1870,45,229,88,55,64,235,3404,401,1322,307,388,414,946,73,436,19,4,3,5,15,477,1545,19,36,26,29,104,22,170,1,9,0,2,5,22,228,1,9,0,2,5,117,458,5,29,8,6,18,271,590,11,59,20,14,12
3589,46,272,1,8,0,49,0,227.0,8.0,756.0,9593.0,5371.043904,168,2,4,5,0,14,3826,93,468,184,118,135,489,4017,470,1542,359,453,477,1091,97,474,18,4,3,5,15,450,1409,17,32,23,26,93,46,198,1,8,0,2,5,46,269,1,8,0,2,5,141,481,5,28,8,6,18,295,611,11,58,20,14,12
3590,19,218,1,2,0,4,0,142.0,6.0,3425.0,4668.0,4190.510907,219,2,41,0,6,18,1614,39,192,76,48,55,198,3181,377,1250,290,362,392,884,70,425,12,4,3,5,10,119,432,5,8,6,8,22,19,163,1,2,0,2,0,19,215,1,2,0,2,0,114,450,5,22,8,6,16,168,328,7,32,12,9,7
3591,16,195,1,7,0,26,0,132.0,11.0,2893.0,4396.0,3771.058725,279,1,25,10,2,8,1357,33,167,64,39,46,176,2763,333,1099,261,322,341,763,67,403,17,4,3,4,20,370,1219,15,28,21,22,87,16,145,1,7,0,1,10,16,192,1,7,0,1,10,60,217,3,17,4,3,15,494,1064,20,107,40,27,18
3592,44,104,0,8,0,53,0,284.0,2.0,1643.0,4503.64093892757,2998.23768,157,1,24,10,2,7,3624,88,448,176,112,129,472,1409,173,571,137,164,172,379,44,83,8,0,0,1,9,448,1317,16,32,23,25,98,44,84,0,8,0,1,10,44,102,0,8,0,1,10,88,152,2,18,4,3,15,522,1023,19,108,40,27,18
3593,48,203,0,8,0,99,0,253.0,6.0,2836.0,5236.0,4229.623552,3,1,9,7,3,7,3960,96,488,192,124,140,511,3017,348,1174,273,339,358,821,48,167,8,0,0,1,7,452,1373,16,32,23,25,95,48,153,0,8,0,1,7,48,200,0,8,0,1,7,92,225,2,18,4,3,12,379,741,14,78,28,19,14
3594,33,48,1,2,2,35,0,134.0,8.0,2107.0,6666.0,4512.699975,257,1,9,7,1,8,2718,67,332,134,84,96,352,874,98,347,74,88,100,230,84,272,12,6,3,4,17,133,339,5,10,6,7,29,134,265,5,22,6,7,29,33,48,1,2,2,1,7,77,111,3,12,6,3,12,364,668,15,72,30,19,14
3595,43,141,1,7,2,6,1,146.0,6.0,1782.0,4609.0,501.4628487,2,2,4,5,2,11,3547,87,437,174,111,127,456,1771,235,739,188,222,226,477,94,354,17,6,4,5,15,397,1182,15,30,22,23,82,144,299,5,27,7,8,27,94,350,3,17,6,5,16,138,398,5,27,10,7,18,292,537,11,57,22,15,12
3596,23,218,0,7,0,81,0,188.0,3.0,3565.0,5126.0,4469.49888,205,1,25,10,5,8,1943,46,237,92,58,66,251,3185,376,1255,290,362,391,894,23,180,7,0,0,1,9,377,1235,14,28,21,22,87,23,163,0,7,0,1,10,23,215,0,7,0,1,10,67,240,2,17,4,3,15,501,1079,19,107,40,27,18
3597,36,191,1,0,0,1,0,267.0,16.0,3679.0,6539.64093892757,5105.719377,247,1,25,10,5,5,2994,73,360,144,93,105,386,2634,325,1052,255,313,330,728,87,399,10,4,3,4,20,36,103,1,0,0,1,10,36,142,1,0,0,1,10,36,188,1,0,0,1,10,80,213,3,10,4,3,15,514,1061,20,100,40,27,18
3598,5,200,1,2,0,80,0,150.0,9.0,4971.0,7831.64093892757,6963.973925,339,1,33,2,4,0,466,11,52,20,12,15,54,2888,343,1139,269,332,351,793,56,408,12,4,3,4,12,105,418,5,8,6,7,24,5,150,1,2,0,1,2,5,197,1,2,0,1,2,49,222,3,12,4,3,7,53,140,3,12,4,3,3
3599,30,191,0,5,0,55,0,317.0,11.0,4135.0,6106.0,5408.293968,205,1,25,10,5,8,2514,60,305,120,76,87,325,2628,324,1057,255,313,330,728,30,155,5,0,0,1,9,282,881,10,20,15,16,65,30,142,0,5,0,1,10,30,188,0,5,0,1,10,74,213,2,15,4,3,15,508,1061,19,105,40,27,18
3600,14,40,0,9,0,100,0,563.0,11.0,3645.0,4769.0,4667.200825,338,1,9,7,2,6,1158,28,149,56,34,40,152,750,85,313,61,77,87,205,14,38,9,0,0,1,7,469,1438,18,36,26,28,106,14,34,0,9,0,1,7,14,40,0,9,0,1,7,58,105,2,19,4,3,12,345,665,14,79,28,19,14
3601,23,164,1,2,3,75,1,108.0,12.0,3248.0,11788.0,1133.80047,158,2,4,5,1,1,1923,47,232,95,59,67,246,2114,276,867,215,264,274,593,74,374,12,7,4,5,15,123,391,5,11,7,8,27,174,352,7,32,10,11,38,74,364,3,12,7,5,16,118,413,5,22,11,7,18,272,550,11,52,23,15,12
3602,21,239,1,5,2,15,0,319.0,13.0,3682.0,5647.0,4989.061044,33,1,33,2,5,9,1784,43,215,86,53,60,222,3584,415,1371,318,402,424,982,72,444,15,6,3,4,12,273,912,11,22,15,16,57,122,333,5,25,6,7,24,21,236,1,5,2,1,2,65,259,3,15,6,3,7,69,160,3,15,6,3,3
3603,21,228,1,8,0,61,0,227.0,1.0,2767.0,6196.0,4661.8605,339,2,4,5,2,11,1778,43,218,84,53,61,225,3302,395,1298,304,381,409,925,72,433,18,4,3,5,15,425,1387,17,32,23,26,93,21,167,1,8,0,2,5,21,225,1,8,0,2,5,116,456,5,28,8,6,18,270,588,11,58,20,14,12
3604,41,239,1,5,2,90,0,298.0,13.0,5039.0,7031.0,6249.54176,219,1,34,2,2,21,3426,83,415,166,106,120,432,3604,415,1371,318,402,424,982,92,444,15,6,3,4,12,293,912,11,22,15,16,57,142,333,5,25,6,7,24,41,236,1,5,2,1,2,85,259,3,15,6,3,7,89,160,3,15,6,3,3
3605,17,230,0,8,0,72,0,246.0,2.0,2378.0,5062.0,3927.0726,205,2,0,0,3,19,1458,34,178,68,42,50,177,3350,398,1311,306,386,412,932,17,190,8,0,0,2,0,421,1388,16,32,23,26,88,17,169,0,8,0,2,0,17,227,0,8,0,2,0,112,457,4,28,8,6,16,166,333,6,38,12,9,7
3606,22,202,1,6,0,93,0,111.0,8.0,2738.0,3817.0,3342.287872,338,1,20,9,5,10,1856,45,226,88,55,63,239,2989,347,1163,272,337,357,815,73,410,16,4,3,4,19,325,1064,13,24,18,19,75,22,152,1,6,0,1,9,22,199,1,6,0,1,9,66,224,3,16,4,3,14,449,919,18,96,36,24,17
3607,6,212,1,6,3,62,0,111.0,10.254457730228655,3538.0,7064.0,5362.0776,71,1,9,7,1,7,554,13,66,27,14,18,70,3129,367,1231,284,354,382,868,57,420,16,7,3,4,17,309,1071,13,27,18,19,73,157,359,7,36,9,10,40,6,209,1,6,3,1,7,50,234,3,16,7,3,12,337,747,15,76,31,19,14
3608,18,195,0,5,0,32,0,277.0,11.0,1454.0,3503.0,2751.334425,205,1,25,10,5,6,1522,36,185,72,45,52,197,2765,332,1097,261,322,341,763,18,159,5,0,0,1,9,270,885,10,20,15,16,65,18,145,0,5,0,1,10,18,192,0,5,0,1,10,62,217,2,15,4,3,15,496,1064,19,105,40,27,18
3609,43,187,1,4,0,46,0,226.0,17.0,3311.0,6171.64093892757,4060.3960799999995,44,1,20,9,5,10,3564,87,434,172,110,126,460,2537,318,1029,249,306,322,702,94,395,14,4,3,4,19,244,719,9,16,12,13,53,43,139,1,4,0,1,9,43,184,1,4,0,1,9,87,209,3,14,4,3,14,470,906,18,94,36,24,17
3610,42,195,1,1,0,92,0,273.0,10.254457730228655,4309.0,5920.0,5316.47424,78,1,23,10,2,16,3487,85,421,168,108,123,450,2789,333,1093,261,322,341,763,93,403,11,4,3,4,20,92,263,3,4,3,4,21,42,145,1,1,0,1,10,42,192,1,1,0,1,10,86,217,3,11,4,3,15,520,1064,20,101,40,27,18
3611,4,37,0,1,0,86,0,241.0,15.0,6405.0,13192.0,9909.41952,45,1,12,7,5,18,345,8,41,16,9,12,48,585,66,239,45,56,70,165,4,35,1,0,0,1,7,54,183,2,4,3,4,18,4,31,0,1,0,1,7,4,37,0,1,0,1,7,48,103,2,11,4,3,12,335,664,14,71,28,19,14
3612,29,4,0,6,0,78,1,121.0,5.0,1390.0,1919.0,263.78500499999996,205,2,0,0,3,19,2389,58,296,116,74,85,304,74,4,25,3,5,6,14,29,4,6,0,1,2,0,332,939,12,24,19,20,66,29,3,0,6,1,2,0,80,276,2,16,4,5,11,124,297,4,26,8,7,16,178,247,6,36,12,10,7
3613,47,145,0,2,0,48,0,128.0,14.0,2724.0,7434.0,5180.739696,74,1,9,7,4,7,3864,94,472,188,121,137,500,1857,242,764,192,231,234,501,47,115,2,0,0,1,7,147,384,4,8,6,7,29,47,115,0,2,0,1,7,47,142,0,2,0,1,7,91,170,2,12,4,3,12,378,696,14,72,28,19,14
3614,43,210,1,8,3,72,0,254.0,1.0,252.0,429.0,588.5847,86,1,25,10,2,9,3576,87,438,175,110,126,461,3120,363,1223,282,350,377,859,94,418,18,7,3,4,20,447,1379,17,35,23,25,98,194,358,7,38,9,10,43,43,207,1,8,3,1,10,87,232,3,18,7,3,15,521,1076,20,108,43,27,18
3615,6,141,0,1,2,36,0,263.0,15.0,1631.0,4655.0,3402.183225,338,2,4,5,2,13,528,12,61,26,14,19,68,1735,234,733,188,221,226,477,6,111,1,2,0,2,5,56,228,2,6,3,5,16,107,299,4,21,6,8,27,6,138,0,1,2,2,5,101,398,4,21,10,6,18,255,537,10,51,22,14,12
3616,36,149,0,0,0,70,0,312.0,6.0,2243.0,5103.64093892757,3177.1476,205,1,25,10,5,6,2981,72,360,144,93,105,386,2328,299,952,235,288,299,652,36,119,0,0,0,1,9,36,79,0,0,0,1,10,36,117,0,0,0,1,10,36,146,0,0,0,1,10,80,174,2,10,4,3,15,514,1039,19,100,40,27,18
3617,20,231,0,3,0,54,1,384.0,16.0,4980.0,6379.0,905.0588136,261,2,41,0,5,18,1701,40,203,80,51,58,209,3402,400,1316,307,389,414,941,20,191,3,0,1,2,0,170,595,6,12,10,11,33,20,170,0,3,1,2,0,71,408,2,13,4,5,11,115,458,4,23,8,7,16,169,334,6,33,12,10,7
3618,3,231,0,0,1,61,1,269.0,10.0,4294.0,5934.0,800.134335,205,2,0,0,2,20,314,6,30,13,8,10,31,3385,400,1313,308,389,414,941,3,191,0,1,1,2,0,3,130,0,1,1,2,0,54,245,2,10,4,5,11,54,408,2,10,5,5,11,98,458,4,20,9,7,16,152,334,6,30,13,10,7
3619,16,2,0,5,3,8,0,332.0,5.0,656.0,1229.0,1274.8425029999999,44,1,20,9,2,16,1298,32,165,67,39,46,175,215,16,80,12,15,19,55,16,2,5,3,0,1,8,268,776,10,23,15,16,64,167,345,6,35,9,10,42,16,2,0,5,3,1,9,60,70,2,15,7,3,14,443,821,17,95,39,24,17
3620,0,189,1,5,2,51,0,215.0,8.0,3885.0,4841.0,4552.168464,230,1,9,7,2,9,59,1,5,2,0,0,6,2546,321,1044,253,310,326,711,51,397,15,6,3,4,17,252,879,11,22,15,16,62,101,317,5,25,6,7,29,0,186,1,5,2,1,7,44,211,3,15,6,3,12,331,729,15,75,30,19,14
3621,4,195,0,2,0,42,0,120.0,5.0,3309.0,7418.0,5451.068448,365,1,34,2,1,18,382,8,42,16,9,12,44,2751,332,1094,261,322,341,758,4,159,2,0,0,1,2,104,413,4,8,6,7,24,4,145,0,2,0,1,2,4,192,0,2,0,1,2,48,217,2,12,4,3,7,52,136,2,12,4,3,3
3622,25,164,1,5,3,73,0,334.0,14.0,4691.0,11488.0,8350.4817,44,1,20,9,2,11,2098,51,255,103,64,72,271,2116,276,870,215,263,273,597,76,374,15,7,3,4,19,277,863,11,23,15,16,64,176,352,7,35,9,10,42,25,161,1,5,3,1,9,69,188,3,15,7,3,14,452,893,18,95,39,24,17
3623,42,145,1,0,0,96,0,264.9705573080967,17.0,2924.0,5784.64093892757,5637.375744,315,1,9,7,5,9,3469,85,420,168,108,123,447,1852,243,762,192,231,234,501,93,358,10,4,3,4,17,42,76,1,0,0,1,7,42,115,1,0,0,1,7,42,142,1,0,0,1,7,86,170,3,10,4,3,12,373,696,15,70,28,19,14
3624,20,200,0,9,0,70,1,594.0,10.0,3842.0,5152.0,756.68175,205,2,0,0,2,19,1693,40,209,80,51,58,209,2902,342,1146,269,333,352,791,20,164,9,0,1,2,0,475,1531,18,36,27,29,99,20,150,0,9,1,2,0,71,391,2,19,4,5,11,115,439,4,29,8,7,16,169,317,6,39,12,10,7
3625,7,22,0,2,0,58,0,154.0,15.0,917.0,2800.0,2002.3921440000001,205,1,38,3,0,18,585,14,72,28,17,21,77,460,39,172,26,35,42,115,7,22,2,0,0,1,3,107,326,4,8,6,7,25,7,19,0,2,0,1,3,7,22,0,2,0,1,3,51,88,2,12,4,3,8,106,185,4,22,8,6,5
3626,41,162,1,1,0,75,0,276.0,12.0,1878.0,2931.0,2656.5561,345,2,4,5,1,13,3394,83,411,164,106,121,435,2153,278,876,216,266,276,599,92,372,11,4,3,5,15,91,239,3,4,3,5,16,41,125,1,1,0,2,5,41,159,1,1,0,2,5,136,411,5,21,8,6,18,290,548,11,51,20,14,12
3627,10,6,1,7,0,34,1,176.0,8.0,1054.0,5710.0,532.77123375,219,1,34,2,5,19,816,21,107,40,25,30,106,132,9,46,7,9,11,29,61,233,17,4,4,4,12,364,1112,15,28,22,22,79,10,5,1,7,1,1,2,61,278,3,17,4,4,13,54,74,3,17,4,4,7,58,59,3,17,4,4,3
3628,41,102,0,2,0,50,0,134.0,5.0,1763.0,5697.0,3841.118496,43,1,20,9,2,9,3379,82,412,164,106,120,439,1428,184,585,145,174,180,387,41,82,2,0,0,1,8,141,364,4,8,6,7,31,41,83,0,2,0,1,9,41,100,0,2,0,1,9,85,151,2,12,4,3,14,468,866,17,92,36,24,17
3629,34,207,0,7,0,59,0,149.0,8.0,6144.0,9231.0,7792.45704,1,1,9,7,3,6,2846,68,347,136,87,99,362,3083,356,1205,278,345,370,846,34,171,7,0,0,1,7,388,1229,14,28,21,22,84,34,156,0,7,0,1,7,34,204,0,7,0,1,7,78,229,2,17,4,3,12,365,745,14,77,28,19,14
3630,2,163,0,0,1,26,0,348.0,5.0,3934.0,6436.0,5521.751025,257,1,9,7,2,5,210,4,20,9,5,6,27,2064,273,856,213,261,270,584,2,131,0,1,0,1,7,2,86,0,1,0,1,7,53,229,2,10,3,4,18,2,160,0,0,1,1,7,46,187,2,10,5,3,12,333,708,14,70,29,19,14
3631,38,40,1,8,0,28,0,214.0,7.0,6834.0,8921.0,8076.767475,53,1,34,2,5,19,3115,77,388,152,98,111,400,774,86,312,61,77,87,201,89,265,18,4,3,4,12,442,1288,17,32,23,25,90,38,34,1,8,0,1,2,38,40,1,8,0,1,2,82,105,3,18,4,3,7,86,71,3,18,4,3,3
3632,30,40,0,2,0,22,0,118.0,17.0,6907.0,8532.0,7830.99345,205,1,34,2,4,18,2478,60,302,120,76,87,317,766,85,306,61,77,87,201,30,38,2,0,0,1,2,130,334,4,8,6,7,24,30,34,0,2,0,1,2,30,40,0,2,0,1,2,74,105,2,12,4,3,7,78,71,2,12,4,3,3
3633,48,40,1,3,0,61,0,397.0,14.0,4800.0,6862.0,6173.7984,279,1,33,2,5,6,3920,97,483,192,124,140,506,784,86,307,61,77,87,201,99,265,13,4,3,4,12,198,495,7,12,9,10,35,48,34,1,3,0,1,2,48,40,1,3,0,1,2,92,105,3,13,4,3,7,96,71,3,13,4,3,3
3634,7,120,1,7,2,38,0,144.0,11.0,593.0,2621.0,1748.388075,205,1,34,2,5,17,606,15,77,30,17,21,76,1570,212,674,172,200,202,424,58,335,17,6,3,4,12,361,1170,15,30,21,22,79,108,290,5,27,6,7,24,7,117,1,7,2,1,2,51,156,3,17,6,3,7,55,93,3,17,6,3,3
3635,28,140,1,0,1,50,0,331.0,10.0,2933.0,6035.0,4788.635328,368,1,45,5,6,1,2337,57,280,113,71,81,299,1726,233,729,186,220,223,470,79,353,10,5,3,4,15,28,72,1,1,0,1,5,79,224,3,10,3,4,16,28,137,1,0,1,1,5,72,165,3,10,5,3,10,277,536,11,50,21,14,11
3636,7,12,1,0,1,77,0,335.0,15.0,1239.0,2318.0,2095.0083,44,1,20,9,4,14,581,15,70,29,17,21,83,244,21,94,15,18,23,65,58,239,10,5,3,4,19,7,11,1,1,0,1,9,58,202,3,10,3,4,20,7,12,1,0,1,1,9,51,80,3,10,5,3,14,434,831,18,90,37,24,17
3637,32,44,0,2,2,87,0,147.0,7.0,1556.0,2323.0,2057.794816,3,1,22,10,6,15,2626,64,322,130,81,93,345,691,78,281,56,69,82,189,32,40,2,2,0,1,9,132,337,4,10,6,7,32,133,263,4,22,6,7,32,32,44,0,2,2,1,10,76,107,2,12,6,3,15,510,998,19,102,42,27,18
3638,38,6,1,1,0,58,0,292.0,17.0,1657.0,5827.0,4014.5016960000003,205,2,43,4,4,14,3103,77,381,152,98,112,402,156,9,40,7,8,12,30,89,233,11,4,3,5,14,88,163,3,4,3,5,15,38,5,1,1,0,2,4,38,6,1,1,0,2,4,133,299,5,21,8,6,17,237,352,9,41,16,11,10
3639,5,228,0,8,0,19,0,238.0,9.0,1903.0,3773.0,3078.2421449999997,279,1,25,10,4,7,474,10,58,20,12,15,62,3286,394,1298,304,381,408,929,5,188,8,0,0,1,9,409,1387,16,32,23,25,98,5,167,0,8,0,1,10,5,225,0,8,0,1,10,49,248,2,18,4,3,15,483,1081,19,108,40,27,18
3640,23,90,1,9,0,29,0,620.0,17.0,2796.0,3359.0,3693.473175,205,1,25,10,3,7,1907,47,239,92,58,66,251,1215,152,508,117,142,151,335,74,308,19,4,3,4,20,478,1465,19,36,26,28,109,23,73,1,9,0,1,10,23,89,1,9,0,1,10,67,143,3,19,4,3,15,501,1020,20,109,40,27,18
3641,2,112,1,4,0,42,0,220.0,16.0,3105.0,4961.0,4232.18952,257,1,12,7,3,17,196,5,24,8,5,6,27,1432,187,594,146,175,182,393,53,328,14,4,3,4,17,203,675,9,16,12,13,51,2,90,1,4,0,1,7,2,109,1,4,0,1,7,46,154,3,14,4,3,12,333,683,15,74,28,19,14
3642,31,149,0,8,0,64,2,290.0,8.0,1898.0,3581.0,3001.3731,86,1,25,10,5,6,2577,62,318,124,80,90,335,2323,299,960,235,290,299,652,31,119,8,0,2,1,9,435,1337,16,32,25,25,98,31,117,0,8,2,1,10,117,446,4,27,8,7,29,75,174,2,18,4,5,15,509,1039,19,108,40,29,18
3643,44,148,0,1,2,58,0,283.0,14.0,2150.0,7672.0,5167.594368,283,2,4,5,2,13,3635,88,441,178,112,130,467,1911,248,783,197,236,243,517,44,118,1,2,0,2,5,94,232,2,6,3,5,16,145,302,4,21,6,8,27,44,145,0,1,2,2,5,139,404,4,21,10,6,18,293,542,10,51,22,14,12
3644,49,230,1,0,0,47,0,312.0,14.0,4016.0,7774.0,6175.4724,339,1,9,7,4,8,4054,99,490,196,126,142,522,3381,399,1303,306,386,411,938,100,435,10,4,3,4,17,49,129,1,0,0,1,7,49,169,1,0,0,1,7,49,227,1,0,0,1,7,93,250,3,10,4,3,12,380,761,15,70,28,19,14
3645,36,40,1,4,0,34,0,235.0,12.0,2838.0,3824.0,3561.075,219,2,26,0,0,15,2956,73,364,144,93,106,376,772,86,308,61,77,88,199,87,265,14,4,3,5,10,237,644,9,16,12,14,44,36,34,1,4,0,2,0,36,40,1,4,0,2,0,131,327,5,24,8,6,16,185,266,7,34,12,9,7
3646,12,228,0,9,0,30,0,593.0,10.0,3899.0,5242.0,5155.149825,343,2,1,5,0,15,1044,24,129,48,29,36,130,3293,394,1299,304,381,409,925,12,188,9,0,0,2,5,467,1543,18,36,26,29,104,12,167,0,9,0,2,5,12,225,0,9,0,2,5,107,456,4,29,8,6,18,261,588,10,59,20,14,12
3647,17,177,0,2,0,32,0,118.0,8.0,3632.0,6492.64093892757,5269.922175,308,1,9,7,4,6,1434,34,172,68,42,49,184,2395,305,980,238,294,306,668,17,144,2,0,0,1,7,117,397,4,8,6,7,29,17,131,0,2,0,1,7,17,174,0,2,0,1,7,61,199,2,12,4,3,12,348,718,14,72,28,19,14
3648,5,149,1,8,0,90,0,299.0,5.0,2701.0,3493.0,3348.62528,205,2,43,4,5,15,442,11,58,20,12,16,56,2297,300,960,235,288,300,647,56,361,18,4,3,5,14,409,1337,17,32,23,26,92,5,117,1,8,0,2,4,5,146,1,8,0,2,4,100,405,5,28,8,6,17,204,394,9,48,16,11,10
3649,27,228,0,5,0,88,0,284.0,13.0,4498.0,6654.0,5782.7616,339,1,9,7,3,9,2292,54,275,108,69,78,290,3308,394,1295,304,381,408,927,27,188,5,0,0,1,7,279,903,10,20,15,16,62,27,167,0,5,0,1,7,27,225,0,5,0,1,7,71,248,2,15,4,3,12,358,759,14,75,28,19,14
3650,2,9,1,0,0,68,0,253.0,13.0,1793.0,3000.0,2626.0938,219,1,38,3,0,0,178,5,20,8,5,6,24,190,15,66,11,13,17,47,53,236,10,4,3,4,13,2,8,1,0,0,1,3,2,8,1,0,0,1,3,2,9,1,0,0,1,3,46,77,3,10,4,3,8,101,178,5,20,8,6,5
3651,30,148,1,9,2,51,0,474.0,14.0,1297.0,9200.0,5693.17896,3,2,4,5,1,11,2501,61,309,122,76,88,320,1899,249,791,197,236,243,517,81,360,19,6,3,5,15,485,1494,19,38,26,29,104,131,302,5,29,6,8,27,30,145,1,9,2,2,5,125,404,5,29,10,6,18,279,542,11,59,22,14,12
3652,8,218,1,5,0,35,0,203.0,13.0,4821.0,6969.0,6090.39585,74,1,9,7,4,7,713,17,85,32,19,24,91,3170,377,1253,290,362,391,891,59,425,15,4,3,4,17,260,901,11,20,15,16,62,8,163,1,5,0,1,7,8,215,1,5,0,1,7,52,240,3,15,4,3,12,339,751,15,75,28,19,14
3653,16,156,0,1,0,9,0,287.0,16.0,986.0,3483.0,2524.8274920000003,44,1,20,9,3,14,1342,32,161,64,39,46,175,2015,262,831,206,251,258,564,16,125,1,0,0,1,8,66,237,2,4,3,4,20,16,121,0,1,0,1,9,16,153,0,1,0,1,9,60,180,2,11,4,3,14,443,887,17,91,36,24,17
